Ship Date,Ship Mode,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Sales,Year,Month,Day,Sales_log
07/12/2017,Second Class,Consumer,United States,New York City,New York,East,OFF-ST-10002615,Office Supplies,Storage,465.18,2017,12,5,6.144571825638524
17/09/2017,Standard Class,Home Office,United States,Toledo,Ohio,East,OFF-BI-10001658,Office Supplies,Binders,22.428,2017,9,11,3.153931888227536
17/09/2017,Standard Class,Home Office,United States,Toledo,Ohio,East,OFF-ST-10002562,Office Supplies,Storage,37.52,2017,9,11,3.651177586929925
15/12/2018,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10004757,Office Supplies,Art,2.624,2018,12,9,1.287578388180733
14/09/2015,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000788,Office Supplies,Paper,15.552,2015,9,9,2.8065069404432417
14/09/2015,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002134,Technology,Accessories,64.704,2015,9,9,4.185159806437891
14/09/2015,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10002456,Furniture,Furnishings,17.472,2015,9,9,2.916256072052194
14/09/2015,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002549,Technology,Phones,135.516,2015,9,9,4.916441823872958
30/06/2018,Standard Class,Consumer,United States,Denver,Colorado,West,TEC-AC-10001990,Technology,Accessories,431.928,2018,6,26,6.07057143242095
24/11/2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10002137,Office Supplies,Paper,12.448,2015,11,17,2.5988303961063144
24/11/2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10004997,Furniture,Chairs,500.6405000000001,2015,11,17,6.2178837276860754
27/08/2018,Standard Class,Home Office,United States,Columbia,Maryland,East,OFF-PA-10000357,Office Supplies,Paper,277.4,2018,8,21,5.629058928460265
27/08/2018,Standard Class,Home Office,United States,Columbia,Maryland,East,FUR-FU-10003976,Furniture,Furnishings,25.16,2018,8,21,3.264231526588998
27/08/2018,Standard Class,Home Office,United States,Columbia,Maryland,East,FUR-FU-10004960,Furniture,Furnishings,91.92,2018,8,21,4.531738907902208
16/03/2017,Second Class,Consumer,United States,New York City,New York,East,OFF-EN-10001099,Office Supplies,Envelopes,29.34,2017,3,12,3.4124669739203863
28/09/2015,Second Class,Consumer,United States,New York City,New York,East,OFF-BI-10002026,Office Supplies,Binders,139.44,2015,9,23,4.944780351300231
03/05/2015,Standard Class,Corporate,United States,Newark,Ohio,East,OFF-LA-10001613,Office Supplies,Labels,6.912,2015,4,28,2.068380594320411
03/05/2015,Standard Class,Corporate,United States,Newark,Ohio,East,OFF-ST-10002214,Office Supplies,Storage,27.096,2015,4,28,3.335627217452706
03/05/2015,Standard Class,Corporate,United States,Newark,Ohio,East,OFF-ST-10001128,Office Supplies,Storage,177.568,2015,4,28,5.1849694810567115
01/12/2017,Second Class,Corporate,United States,Dallas,Texas,Central,TEC-AC-10004864,Technology,Accessories,58.416,2017,11,29,4.084563550366996
08/12/2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000174,Office Supplies,Paper,16.448,2016,12,3,2.859225028899328
08/12/2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000171,Technology,Accessories,36.784,2016,12,3,3.631885732593816
21/11/2018,First Class,Corporate,United States,San Antonio,Texas,Central,FUR-TA-10002622,Furniture,Tables,500.6405000000001,2018,11,19,6.2178837276860754
21/11/2018,First Class,Corporate,United States,San Antonio,Texas,Central,OFF-AR-10001915,Office Supplies,Art,31.776,2018,11,19,3.48969654024457
09/09/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004410,Office Supplies,Binders,9.555,2017,9,5,2.356599681300284
08/09/2018,Standard Class,Consumer,United States,Los Angeles,California,West,OFF-BI-10004632,Office Supplies,Binders,487.984,2018,9,4,6.192329769103166
08/09/2018,Standard Class,Consumer,United States,Los Angeles,California,West,TEC-PH-10002185,Technology,Phones,5.56,2018,9,4,1.8809906029559977
08/09/2018,Standard Class,Consumer,United States,Los Angeles,California,West,OFF-ST-10002974,Office Supplies,Storage,217.85,2018,9,4,5.388386563636904
29/09/2017,Standard Class,Corporate,United States,Smyrna,Tennessee,South,OFF-AR-10003727,Office Supplies,Art,40.776,2017,9,22,3.7323220119567733
29/09/2017,Standard Class,Corporate,United States,Smyrna,Tennessee,South,TEC-PH-10004071,Technology,Phones,63.936,2017,9,22,4.173402169458875
19/09/2015,Standard Class,Consumer,United States,Macon,Georgia,South,FUR-FU-10002878,Furniture,Furnishings,142.4,2015,9,14,4.96563792816552
19/09/2015,Standard Class,Consumer,United States,Macon,Georgia,South,OFF-BI-10001890,Office Supplies,Binders,7.16,2015,9,14,2.0992441689760155
21/05/2018,Second Class,Home Office,United States,San Francisco,California,West,FUR-CH-10002647,Furniture,Chairs,500.6405000000001,2018,5,19,6.2178837276860754
21/05/2018,Second Class,Home Office,United States,San Francisco,California,West,OFF-AR-10001315,Office Supplies,Art,3.52,2018,5,19,1.5085119938441398
21/05/2018,Second Class,Home Office,United States,San Francisco,California,West,OFF-AR-10000122,Office Supplies,Art,5.58,2018,5,19,1.884034745337226
21/05/2018,Second Class,Home Office,United States,San Francisco,California,West,TEC-AC-10001465,Technology,Accessories,36.32,2018,5,19,3.619529375979143
13/08/2015,Standard Class,Consumer,United States,Seattle,Washington,West,OFF-BI-10004600,Office Supplies,Binders,500.6405000000001,2015,8,9,6.2178837276860754
30/11/2018,Standard Class,Corporate,United States,Columbus,Ohio,East,OFF-AP-10002082,Office Supplies,Appliances,52.272,2018,11,26,3.975410864808321
30/11/2018,Standard Class,Corporate,United States,Columbus,Ohio,East,OFF-AP-10004708,Office Supplies,Appliances,213.136,2018,11,26,5.366611327187025
08/05/2018,Second Class,Corporate,United States,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,69.52,2018,5,3,4.25589635752967
08/05/2018,Second Class,Corporate,United States,Los Angeles,California,West,OFF-ST-10000025,Office Supplies,Storage,500.6405000000001,2018,5,3,6.2178837276860754
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,OFF-LA-10001613,Office Supplies,Labels,9.216,2017,11,10,2.3239551187302383
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,TEC-PH-10000376,Technology,Phones,41.958,2017,11,10,3.7602228941820717
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,OFF-PA-10004039,Office Supplies,Paper,89.568,2017,11,10,4.506100949775808
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001776,Office Supplies,Paper,22.248,2017,11,10,3.1462191068279273
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,OFF-AP-10002457,Office Supplies,Appliances,334.88,2017,11,10,5.816753953315362
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,FUR-FU-10000758,Furniture,Furnishings,148.288,2017,11,10,5.005877326231171
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,OFF-PA-10000682,Office Supplies,Paper,4.624,2017,11,10,1.7270431545083638
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,TEC-AC-10002550,Technology,Accessories,178.92,2017,11,10,5.19251230765106
14/11/2017,Standard Class,Home Office,United States,Springfield,Ohio,East,OFF-BI-10002082,Office Supplies,Binders,69.888,2017,11,10,4.261101166745001
23/12/2015,Second Class,Consumer,United States,Los Angeles,California,West,OFF-BI-10004632,Office Supplies,Binders,487.984,2015,12,20,6.192329769103166
23/12/2015,Second Class,Consumer,United States,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,47.3,2015,12,20,3.877431560658527
23/12/2015,Second Class,Consumer,United States,Los Angeles,California,West,OFF-AR-10004269,Office Supplies,Art,4.13,2015,12,20,1.635105659182678
23/12/2015,Second Class,Consumer,United States,Los Angeles,California,West,OFF-BI-10003007,Office Supplies,Binders,155.12,2015,12,20,5.050624942312414
27/07/2015,Second Class,Home Office,United States,Los Angeles,California,West,OFF-PA-10002195,Office Supplies,Paper,6.48,2015,7,25,2.012232791986386
27/07/2015,Second Class,Home Office,United States,Los Angeles,California,West,OFF-SU-10002522,Office Supplies,Supplies,15.52,2015,7,25,2.804571768092832
27/11/2016,Standard Class,Consumer,United States,Memphis,Tennessee,South,OFF-BI-10003712,Office Supplies,Binders,2.946,2016,11,22,1.3727024076004237
27/11/2016,Standard Class,Consumer,United States,Memphis,Tennessee,South,OFF-FA-10004854,Office Supplies,Fasteners,55.104,2016,11,22,4.02720711123461
11/12/2018,Second Class,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10004859,Technology,Accessories,104.88,2018,12,9,4.662306377358901
11/12/2018,Second Class,Consumer,United States,Detroit,Michigan,Central,OFF-AR-10001860,Office Supplies,Art,34.7,2018,12,9,3.5751506887855933
11/12/2018,Second Class,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10001636,Office Supplies,Binders,33.72,2018,12,9,3.5473158897921495
11/12/2018,Second Class,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10000349,Office Supplies,Paper,14.94,2018,12,9,2.768831673362069
05/09/2018,Standard Class,Consumer,United States,Lawrence,Indiana,Central,OFF-AP-10002439,Office Supplies,Appliances,500.6405000000001,2018,8,31,6.2178837276860754
30/04/2018,Standard Class,Corporate,United States,Jacksonville,Florida,South,OFF-ST-10001370,Office Supplies,Storage,113.568,2018,4,24,4.741168533176402
14/09/2018,Standard Class,Corporate,United States,Dublin,Ohio,East,TEC-AC-10002558,Technology,Accessories,9.096,2018,9,8,2.3121393057988575
17/03/2016,Standard Class,Corporate,United States,Plantation,Florida,South,OFF-EN-10004030,Office Supplies,Envelopes,8.688,2016,3,12,2.2708880062507912
17/03/2016,Standard Class,Corporate,United States,Plantation,Florida,South,FUR-FU-10003194,Furniture,Furnishings,30.88,2016,3,12,3.461978853922014
17/03/2016,Standard Class,Corporate,United States,Plantation,Florida,South,FUR-FU-10001731,Furniture,Furnishings,6.408,2016,3,12,2.0025604973438784
23/07/2017,Standard Class,Corporate,United States,Glendale,Arizona,West,OFF-SU-10004782,Office Supplies,Supplies,33.8,2017,7,18,3.5496173867804286
15/06/2017,Second Class,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10003484,Technology,Phones,377.97,2017,6,13,5.937457046276627
09/07/2018,Standard Class,Home Office,United States,Quincy,Massachusetts,East,TEC-AC-10003590,Technology,Accessories,258.9,2018,7,3,5.560296941647445
09/07/2018,Standard Class,Home Office,United States,Quincy,Massachusetts,East,OFF-PA-10001970,Office Supplies,Paper,24.56,2018,7,3,3.241028629509334
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,OFF-LA-10001569,Office Supplies,Labels,27.888,2015,12,8,3.3634262839751567
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,OFF-BI-10001132,Office Supplies,Binders,6.456,2015,12,8,2.0090190773832903
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,TEC-PH-10003095,Technology,Phones,52.68,2015,12,8,3.9830404926634264
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,OFF-SU-10000432,Office Supplies,Supplies,13.88,2015,12,8,2.700018029404946
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,TEC-AC-10004227,Technology,Accessories,103.92,2015,12,8,4.653198154998673
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,OFF-LA-10004409,Office Supplies,Labels,11.52,2015,12,8,2.5273273656719524
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,OFF-PA-10001569,Office Supplies,Paper,10.368,2015,12,8,2.4308023907947995
13/12/2015,Standard Class,Consumer,United States,Salem,Oregon,West,OFF-ST-10001031,Office Supplies,Storage,39.072,2015,12,8,3.6906778360553156
14/04/2017,Standard Class,Home Office,United States,Troy,Ohio,East,OFF-EN-10002312,Office Supplies,Envelopes,8.872,2017,4,8,2.289702467163032
14/04/2017,Standard Class,Home Office,United States,Troy,Ohio,East,OFF-BI-10004224,Office Supplies,Binders,121.104,2017,4,8,4.804873140612821
11/11/2018,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003774,Furniture,Chairs,127.372,2018,11,6,4.854932298939635
11/11/2018,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000157,Office Supplies,Paper,47.952,2018,11,6,3.8908402261602393
09/12/2016,Standard Class,Corporate,United States,San Diego,California,West,FUR-FU-10004090,Furniture,Furnishings,44.46,2016,12,5,3.8168328184243974
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,OFF-FA-10002763,Office Supplies,Fasteners,15.8,2016,7,9,2.8213788864092133
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,TEC-MA-10002428,Technology,Machines,464.97,2016,7,9,6.14412125437091
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,FUR-FU-10002918,Furniture,Furnishings,181.96,2016,7,9,5.209267549714526
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,OFF-LA-10000476,Office Supplies,Labels,12.39,2016,7,9,2.5945081597030812
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,OFF-BI-10002854,Office Supplies,Binders,84.09,2016,7,9,4.443709519861466
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,OFF-AR-10002987,Office Supplies,Art,79.36,2016,7,9,4.386516539946734
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,OFF-BI-10004001,Office Supplies,Binders,153.36,2016,7,9,5.039287536669418
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,OFF-BI-10001634,Office Supplies,Binders,43.68,2016,7,9,3.799525974201
14/07/2016,Standard Class,Consumer,United States,Clinton,Maryland,East,OFF-ST-10003722,Office Supplies,Storage,98.21,2016,7,9,4.597238815661811
19/12/2017,Standard Class,Consumer,United States,Riverside,California,West,OFF-AR-10004757,Office Supplies,Art,9.84,2017,12,13,2.3832429960115
24/05/2017,Standard Class,Consumer,United States,Port Saint Lucie,Florida,South,OFF-BI-10004140,Office Supplies,Binders,2.694,2017,5,20,1.3067098817770482
05/06/2018,Second Class,Consumer,United States,Mesa,Arizona,West,OFF-PA-10002479,Office Supplies,Paper,25.344,2018,6,2,3.2712405450740634
05/06/2018,Second Class,Consumer,United States,Mesa,Arizona,West,OFF-EN-10001141,Office Supplies,Envelopes,43.92,2018,6,2,3.8048831298702424
02/11/2016,Second Class,Corporate,United States,Denver,Colorado,West,TEC-MA-10000597,Technology,Machines,59.994,2016,10,30,4.110775498679847
02/11/2016,Second Class,Corporate,United States,Denver,Colorado,West,TEC-CO-10001571,Technology,Copiers,439.992,2016,10,30,6.089026734692735
02/11/2016,Second Class,Corporate,United States,Denver,Colorado,West,TEC-PH-10004531,Technology,Phones,87.96,2016,10,30,4.488186830502272
02/11/2016,Second Class,Corporate,United States,Denver,Colorado,West,FUR-FU-10003026,Furniture,Furnishings,15.488,2016,10,30,2.802632843588158
20/10/2017,Standard Class,Corporate,United States,Springfield,Virginia,South,OFF-BI-10002082,Office Supplies,Binders,232.96,2017,10,15,5.455150160574825
20/10/2017,Standard Class,Corporate,United States,Springfield,Virginia,South,OFF-EN-10002312,Office Supplies,Envelopes,66.54,2017,10,15,4.212720014957422
20/10/2017,Standard Class,Corporate,United States,Springfield,Virginia,South,OFF-AP-10000696,Office Supplies,Appliances,43.26,2017,10,15,3.7900813346229034
21/11/2016,Second Class,Home Office,United States,Seattle,Washington,West,FUR-FU-10000305,Furniture,Furnishings,141.96,2016,11,19,4.962564870851173
17/09/2015,Standard Class,Corporate,United States,Tempe,Arizona,West,OFF-ST-10001034,Office Supplies,Storage,79.4,2015,9,13,4.387014176184921
18/11/2018,Second Class,Home Office,United States,Yonkers,New York,East,TEC-AC-10004114,Technology,Accessories,163.96,2018,11,13,5.10570302026865
29/12/2018,Standard Class,Corporate,United States,Rochester,New York,East,FUR-FU-10001602,Furniture,Furnishings,37.93,2018,12,24,3.6617651616223643
13/01/2017,Second Class,Corporate,United States,Toledo,Ohio,East,FUR-FU-10002445,Furniture,Furnishings,15.168,2017,1,9,2.7830339801013197
19/06/2016,Standard Class,Corporate,United States,Decatur,Alabama,South,OFF-AR-10004269,Office Supplies,Art,24.78,2016,6,13,3.2495989975110415
19/06/2016,Standard Class,Corporate,United States,Decatur,Alabama,South,OFF-BI-10001249,Office Supplies,Binders,19.14,2016,6,13,3.0027078872904163
19/06/2016,Standard Class,Corporate,United States,Decatur,Alabama,South,TEC-CO-10004202,Technology,Copiers,500.6405000000001,2016,6,13,6.2178837276860754
19/06/2016,Standard Class,Corporate,United States,Decatur,Alabama,South,OFF-PA-10003363,Office Supplies,Paper,32.4,2016,6,13,3.5085558999826545
22/03/2018,Standard Class,Consumer,United States,Dallas,Texas,Central,OFF-AR-10001915,Office Supplies,Art,23.832,2018,3,18,3.2121331440008083
27/11/2015,Standard Class,Corporate,United States,Mesquite,Texas,Central,FUR-FU-10001940,Furniture,Furnishings,6.368,2015,11,23,1.9971462989530058
27/11/2015,Standard Class,Corporate,United States,Mesquite,Texas,Central,OFF-AP-10004336,Office Supplies,Appliances,34.176,2015,11,23,3.560364031878509
27/11/2015,Standard Class,Corporate,United States,Mesquite,Texas,Central,TEC-AC-10003709,Technology,Accessories,5.544,2015,11,23,1.8785485993004458
17/10/2018,First Class,Corporate,United States,Los Angeles,California,West,FUR-TA-10001705,Furniture,Tables,500.6405000000001,2018,10,15,6.2178837276860754
17/10/2018,First Class,Corporate,United States,Los Angeles,California,West,OFF-PA-10000675,Office Supplies,Paper,204.95,2018,10,15,5.32763342088209
24/04/2018,First Class,Consumer,United States,Seattle,Washington,West,TEC-AC-10000521,Technology,Accessories,11.54,2018,4,21,2.5289235352047745
24/04/2018,First Class,Consumer,United States,Seattle,Washington,West,FUR-FU-10004622,Furniture,Furnishings,162.6,2018,4,21,5.097424424168647
10/12/2015,Second Class,Consumer,United States,Olympia,Washington,West,OFF-PA-10001954,Office Supplies,Paper,45.68,2015,12,8,3.8433158074183553
10/12/2015,Second Class,Consumer,United States,Olympia,Washington,West,FUR-CH-10002602,Furniture,Chairs,500.6405000000001,2015,12,8,6.2178837276860754
02/06/2018,Standard Class,Home Office,United States,Omaha,Nebraska,Central,OFF-FA-10004395,Office Supplies,Fasteners,23.55,2018,5,29,3.2007118542405295
23/09/2017,Standard Class,Consumer,United States,Columbus,Georgia,South,OFF-SU-10003002,Office Supplies,Supplies,5.04,2017,9,19,1.7984040119467237
23/09/2017,Standard Class,Consumer,United States,Columbus,Georgia,South,TEC-AC-10002926,Technology,Accessories,249.95,2017,9,19,5.525253716100942
23/09/2017,Standard Class,Corporate,United States,Columbus,Indiana,Central,OFF-AR-10002656,Office Supplies,Art,33.4,2017,9,17,3.5380565643793527
24/12/2017,Standard Class,Home Office,United States,Jackson,Mississippi,South,FUR-FU-10001918,Furniture,Furnishings,18.92,2017,12,20,2.991724252156452
24/12/2017,Standard Class,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10003910,Office Supplies,Binders,15.42,2017,12,20,2.7985001040242823
26/11/2018,Standard Class,Consumer,United States,Houston,Texas,Central,OFF-AR-10000122,Office Supplies,Art,35.712,2018,11,22,3.6031036770925327
04/01/2016,Standard Class,Corporate,United States,Phoenix,Arizona,West,OFF-BI-10004600,Office Supplies,Binders,500.6405000000001,2015,12,30,6.2178837276860754
05/04/2018,First Class,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10003045,Office Supplies,Art,7.056,2018,4,3,2.086417155416261
02/01/2018,Standard Class,Corporate,United States,Denver,Colorado,West,OFF-AP-10000252,Office Supplies,Appliances,18.72,2017,12,26,2.9816333491744893
11/06/2017,Standard Class,Consumer,United States,Newark,Delaware,East,OFF-ST-10001496,Office Supplies,Storage,360.38,2017,6,5,5.889930036283685
11/06/2017,Standard Class,Consumer,United States,Newark,Delaware,East,OFF-AR-10000122,Office Supplies,Art,11.16,2017,6,5,2.498151876538021
11/06/2017,Standard Class,Consumer,United States,Newark,Delaware,East,OFF-LA-10000407,Office Supplies,Labels,14.94,2017,6,5,2.768831673362069
23/09/2016,Standard Class,Corporate,United States,Clinton,Maryland,East,OFF-ST-10004950,Office Supplies,Storage,41.96,2016,9,18,3.7602694502006093
23/09/2016,Standard Class,Corporate,United States,Clinton,Maryland,East,OFF-ST-10004123,Office Supplies,Storage,500.6405000000001,2016,9,18,6.2178837276860754
23/09/2016,Standard Class,Corporate,United States,Clinton,Maryland,East,TEC-PH-10000730,Technology,Phones,499.99,2016,9,18,6.21658614080582
23/09/2016,Standard Class,Corporate,United States,Clinton,Maryland,East,TEC-PH-10000895,Technology,Phones,500.6405000000001,2016,9,18,6.2178837276860754
23/09/2016,Standard Class,Corporate,United States,Clinton,Maryland,East,OFF-BI-10000962,Office Supplies,Binders,65.08,2016,9,18,4.190866129212723
11/03/2018,Second Class,Consumer,United States,New York City,New York,East,OFF-PA-10002254,Office Supplies,Paper,26.38,2018,3,6,3.3098128198603027
11/03/2018,Second Class,Consumer,United States,New York City,New York,East,FUR-FU-10002554,Furniture,Furnishings,71.97,2018,3,6,4.290048397777529
17/03/2017,Same Day,Consumer,United States,Newark,Delaware,East,TEC-PH-10000673,Technology,Phones,129.98,2017,3,17,4.875044639789907
17/03/2017,Same Day,Consumer,United States,Newark,Delaware,East,OFF-BI-10000962,Office Supplies,Binders,32.54,2017,3,17,3.5127387563950627
13/12/2017,Standard Class,Consumer,United States,Jackson,Michigan,Central,TEC-PH-10003988,Technology,Phones,10.9,2017,12,9,2.4765384001174837
13/12/2017,Standard Class,Consumer,United States,Jackson,Michigan,Central,TEC-AC-10001109,Technology,Accessories,59.98,2017,12,9,4.110545941560109
13/12/2017,Standard Class,Consumer,United States,Jackson,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,61.929,2017,12,9,4.142007106740409
21/01/2017,Standard Class,Consumer,United States,New York City,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,16.52,2017,1,15,2.8633430855082453
21/01/2017,Standard Class,Consumer,United States,New York City,New York,East,OFF-PA-10004285,Office Supplies,Paper,60.12,2017,1,15,4.112839144858265
21/01/2017,Standard Class,Consumer,United States,New York City,New York,East,OFF-BI-10002225,Office Supplies,Binders,49.536,2017,1,15,3.922685953596399
24/10/2015,Same Day,Consumer,United States,Rock Hill,South Carolina,South,OFF-FA-10002763,Office Supplies,Fasteners,11.85,2015,10,24,2.553343811341229
28/09/2017,Second Class,Consumer,United States,Columbus,Georgia,South,OFF-ST-10003058,Office Supplies,Storage,118.25,2017,9,23,4.781222129768451
28/09/2017,Second Class,Consumer,United States,Columbus,Georgia,South,FUR-CH-10002084,Furniture,Chairs,368.97,2017,9,23,5.913421921269941
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,FUR-FU-10002937,Furniture,Furnishings,198.46,2018,8,27,5.295613714973722
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,OFF-AP-10001242,Office Supplies,Appliances,321.92,2018,8,27,5.777404614526815
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,TEC-CO-10001571,Technology,Copiers,500.6405000000001,2018,8,27,6.2178837276860754
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,OFF-SU-10002503,Office Supplies,Supplies,28.4,2018,8,27,3.380994674344636
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,FUR-CH-10004886,Furniture,Chairs,230.28,2018,8,27,5.443629097708091
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,OFF-PA-10001289,Office Supplies,Paper,116.28,2018,8,27,4.764564238138341
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,OFF-BI-10003650,Office Supplies,Binders,500.6405000000001,2018,8,27,6.2178837276860754
29/08/2018,Second Class,Corporate,United States,Inglewood,California,West,OFF-ST-10001370,Office Supplies,Storage,354.9,2018,8,27,5.874649792516147
06/03/2017,First Class,Corporate,United States,Odessa,Texas,Central,OFF-PA-10001892,Office Supplies,Paper,42.784,2017,3,3,3.779268453841617
06/03/2017,First Class,Corporate,United States,Odessa,Texas,Central,FUR-CH-10004983,Furniture,Chairs,500.6405000000001,2017,3,3,6.2178837276860754
04/03/2017,Standard Class,Consumer,United States,Newark,Ohio,East,OFF-AR-10001615,Office Supplies,Art,111.104,2017,2,28,4.719427011867917
23/09/2016,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-AR-10003602,Office Supplies,Art,11.68,2016,9,18,2.5400259490090797
23/09/2016,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-SU-10004782,Office Supplies,Supplies,16.9,2016,9,18,2.884800712846709
23/09/2016,Standard Class,Corporate,United States,Los Angeles,California,West,FUR-FU-10001591,Furniture,Furnishings,24.4,2016,9,18,3.2347491740244907
17/05/2018,Standard Class,Consumer,United States,Everett,Massachusetts,East,OFF-PA-10000659,Office Supplies,Paper,87.6,2018,5,12,4.484131857611035
18/08/2017,Second Class,Corporate,United States,West Allis,Wisconsin,Central,FUR-BO-10001337,Furniture,Bookcases,241.96,2017,8,13,5.492896820737493
18/08/2017,Second Class,Corporate,United States,West Allis,Wisconsin,Central,OFF-BI-10003529,Office Supplies,Binders,8.52,2017,8,13,2.253394848803274
02/03/2018,Standard Class,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,1.788,2018,2,25,1.0253244928982774
25/03/2017,Standard Class,Corporate,United States,Houston,Texas,Central,FUR-TA-10004767,Furniture,Tables,99.372,2017,3,21,4.608883283899974
25/03/2017,Standard Class,Corporate,United States,Houston,Texas,Central,OFF-AR-10001868,Office Supplies,Art,1.344,2017,3,21,0.8518588717147662
10/12/2016,Second Class,Home Office,United States,Houston,Texas,Central,TEC-PH-10004896,Technology,Phones,119.96,2016,12,8,4.795459912431223
20/12/2015,Second Class,Corporate,United States,Hialeah,Florida,South,FUR-CH-10000988,Furniture,Chairs,500.6405000000001,2015,12,16,6.2178837276860754
20/12/2015,Second Class,Corporate,United States,Hialeah,Florida,South,OFF-FA-10000490,Office Supplies,Fasteners,1.984,2015,12,16,1.0932646823415144
21/12/2017,Standard Class,Consumer,United States,San Francisco,California,West,FUR-TA-10004256,Furniture,Tables,500.6405000000001,2017,12,17,6.2178837276860754
17/05/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10004804,Office Supplies,Storage,82.368,2017,5,12,4.423264542690126
11/08/2015,Second Class,Consumer,United States,Columbia,South Carolina,South,TEC-AC-10000023,Technology,Accessories,62.91,2015,8,6,4.157475843662191
13/04/2015,Second Class,Consumer,United States,Miami,Florida,South,OFF-FA-10001332,Office Supplies,Fasteners,6.912,2015,4,11,2.068380594320411
13/04/2015,Second Class,Consumer,United States,Miami,Florida,South,TEC-AC-10002001,Technology,Accessories,383.976,2015,4,11,5.9531809946823735
13/04/2015,Second Class,Consumer,United States,Miami,Florida,South,OFF-PA-10000029,Office Supplies,Paper,10.368,2015,4,11,2.4308023907947995
13/04/2015,Second Class,Consumer,United States,Miami,Florida,South,TEC-AC-10001874,Technology,Accessories,335.944,2015,4,11,5.819916744437423
08/05/2016,Standard Class,Home Office,United States,Chula Vista,California,West,FUR-FU-10002298,Furniture,Furnishings,500.6405000000001,2016,5,3,6.2178837276860754
02/12/2018,Second Class,Home Office,United States,Miami,Florida,South,TEC-PH-10002564,Technology,Phones,71.976,2018,11,30,4.290130619969345
20/02/2018,Standard Class,Consumer,United States,New York City,New York,East,OFF-PA-10003465,Office Supplies,Paper,37.94,2018,2,16,3.6620219999440535
